id,B,G,R,class
1362,208,217,255,1
1363,207,216,254,1
1364,206,215,253,1
1365,206,215,253,1
1366,207,216,254,1
1367,209,218,255,1
1368,211,220,255,1
1369,212,221,255,1
1370,208,217,255,1
1371,207,216,254,1
1372,205,214,252,1
1373,204,213,251,1
1374,205,214,252,1
1375,207,216,254,1
1376,210,219,255,1
1377,211,220,255,1
1378,209,220,255,1
1379,209,220,255,1
1380,208,219,255,1
1381,207,218,255,1
1382,205,216,254,1
1383,204,215,253,1
1384,203,213,253,1
1385,203,213,253,1
1386,205,215,255,1
1387,204,214,254,1
1388,203,212,255,1
1389,202,211,254,1
1390,201,210,253,1
1391,200,209,252,1
1392,200,209,253,1
1393,199,208,252,1
1394,202,211,254,1
1395,202,211,254,1
1396,201,210,253,1
1397,201,210,253,1
1398,201,210,253,1
1399,200,209,252,1
1400,200,209,252,1
1401,200,209,252,1
1402,202,211,254,1
1403,203,212,255,1
1404,204,213,255,1
1405,204,213,255,1
1406,203,212,255,1
1407,204,213,255,1
1408,206,215,255,1
1409,208,217,255,1
1410,206,215,255,1
1411,205,215,255,1
1412,203,213,253,1
1413,202,212,252,1
1414,201,211,251,1
1415,201,211,251,1
1416,202,212,252,1
1417,203,213,253,1
1418,204,214,254,1
1419,203,213,253,1
1420,202,212,252,1
1421,201,211,251,1
1422,201,210,253,1
1423,201,210,253,1
1424,201,210,253,1
1425,202,211,254,1
1426,202,212,252,1
1427,201,211,251,1
1428,201,211,251,1
1429,199,209,249,1
1430,198,208,248,1
1431,197,207,247,1
1432,196,206,246,1
1433,196,206,246,1
1434,200,210,250,1
1435,200,210,250,1
1436,200,210,250,1
1437,200,210,250,1
1438,200,210,250,1
1439,200,210,250,1
1440,200,210,250,1
1441,200,210,250,1
1442,198,209,253,1
1443,197,208,252,1
1444,196,207,251,1
1445,196,207,251,1
1446,196,207,251,1
1447,71,80,123,1
1448,71,80,123,1
1449,71,80,123,1
1450,70,79,122,1
1451,70,79,122,1
1452,70,79,122,1
1453,69,78,121,1
1454,69,78,121,1
1455,73,82,125,1
1456,74,83,126,1
1457,74,83,126,1
1458,75,84,127,1
1459,75,84,127,1
1460,75,84,127,1
1461,74,83,126,1
1462,74,83,126,1
1463,75,81,126,1
1464,75,81,126,1
1465,76,82,127,1
1466,76,82,127,1
1467,76,82,127,1
1468,75,81,126,1
1469,74,80,125,1
1470,74,80,125,1
1471,74,80,125,1
1472,75,81,126,1
1473,77,83,128,1
1474,79,85,130,1
1475,80,86,131,1
1476,80,86,131,1
1477,79,85,130,1
1478,79,86,129,1
1479,78,86,126,1
1480,78,86,126,1
1481,78,86,126,1
1482,79,87,127,1
1483,79,87,127,1
1484,80,88,128,1
1485,80,88,128,1
1486,80,88,128,1
1487,83,91,131,1
1488,82,90,130,1
1489,82,90,130,1
1490,81,89,129,1
1491,81,89,129,1
1492,82,90,130,1
1493,82,90,130,1
1494,83,91,131,1
1495,82,90,130,1
1496,81,89,129,1
1497,80,88,128,1
1498,81,89,129,1
1499,83,91,131,1
1500,84,92,132,1
1501,83,91,131,1
1502,82,90,130,1
1503,81,89,129,1
1504,81,89,129,1
1505,80,88,128,1
1506,80,88,128,1
1507,79,87,127,1
1508,78,86,126,1
1509,76,84,124,1
1510,74,84,124,1
1511,72,85,123,1
1512,73,86,124,1
1513,76,86,126,1
1514,79,87,127,1
1515,83,86,130,1
1516,80,86,129,1
1517,76,84,131,1
1518,70,85,131,1
1519,63,83,130,1
1520,152,178,225,1
1521,154,184,233,1
1522,162,191,242,1
1523,161,187,241,1
1524,167,191,245,1
1525,171,190,247,1
1526,168,186,239,1
1527,177,197,244,1
1528,179,200,245,1
1529,184,203,248,1
1530,187,206,249,1
1531,190,207,250,1
1532,190,207,250,1
1533,190,206,249,1
1534,191,205,247,1
1535,198,212,254,1
1536,200,212,252,1
1537,200,212,252,1
1538,203,213,253,1
1539,205,213,253,1
1540,206,214,254,1
1541,206,214,254,1
1542,206,214,254,1
1543,209,217,255,1
1544,207,217,255,1
1545,207,217,255,1
1546,206,216,255,1
1547,206,216,255,1
1548,206,216,255,1
1549,206,216,255,1
1550,206,216,255,1
1551,206,216,255,1
1552,206,216,255,1
1553,206,216,255,1
1554,206,216,255,1
1555,206,216,255,1
1556,206,216,255,1
1557,206,216,255,1
1558,206,216,255,1
1559,212,223,255,1
1560,210,221,255,1
1561,208,219,255,1
1562,206,217,255,1
1563,206,216,255,1
1564,207,217,255,1
1565,208,218,255,1
1566,210,220,255,1
1567,212,221,255,1
1568,211,220,255,1
1569,208,217,255,1
1570,206,215,255,1
1571,205,214,255,1
1572,204,213,255,1
1573,205,214,255,1
1574,205,214,255,1
1575,200,211,255,1
1576,200,211,255,1
1577,200,211,255,1
1578,200,211,255,1
1579,200,211,255,1
1580,201,212,255,1
1581,201,212,255,1
1582,201,212,255,1
1583,200,211,255,1
1584,202,213,255,1
1585,203,214,255,1
1586,204,215,255,1
1587,203,214,255,1
1588,201,212,255,1
1589,199,210,254,1
1590,197,209,251,1
1591,202,211,254,1
1592,202,211,254,1
1593,203,212,255,1
1594,203,212,255,1
1595,203,212,255,1
1596,202,211,254,1
1597,201,210,253,1
1598,201,210,253,1
1599,199,208,251,1
1600,199,208,251,1
1601,199,209,249,1
1602,200,210,250,1
1603,200,210,250,1
1604,200,210,250,1
1605,201,211,251,1
1606,201,211,251,1
1607,201,211,251,1
1608,201,211,251,1
1609,201,211,251,1
1610,200,210,250,1
1611,200,210,250,1
1612,199,209,249,1
1613,199,209,249,1
1614,199,209,249,1
1615,202,212,252,1
1616,200,210,250,1
1617,199,209,249,1
1618,198,208,248,1
1619,197,207,247,1
1620,198,208,248,1
1621,199,209,249,1
1622,199,209,249,1
1623,202,213,255,1
1624,201,212,255,1
1625,200,211,255,1
1626,200,211,255,1
1627,199,210,254,1
1628,71,80,123,1
1629,70,79,122,1
1630,70,79,122,1
1631,70,79,122,1
1632,69,78,121,1
1633,69,78,121,1
1634,69,78,121,1
1635,68,77,120,1
1636,73,82,125,1
1637,73,82,125,1
1638,74,83,126,1
1639,74,83,126,1
1640,74,83,126,1
1641,73,82,125,1
1642,73,82,125,1
1643,72,81,124,1
1644,77,83,128,1
1645,77,83,128,1
1646,77,83,128,1
1647,76,82,127,1
1648,76,82,127,1
1649,76,82,127,1
1650,76,82,127,1
1651,76,82,127,1
1652,75,81,126,1
1653,76,82,127,1
1654,77,83,128,1
1655,78,84,129,1
1656,79,85,130,1
1657,80,86,131,1
1658,80,86,131,1
1659,80,87,130,1
1660,80,87,130,1
1661,80,88,128,1
1662,79,87,127,1
1663,79,87,127,1
1664,79,87,127,1
1665,79,87,127,1
1666,79,87,127,1
1667,79,87,127,1
1668,81,89,129,1
1669,81,89,129,1
1670,80,88,128,1
1671,80,88,128,1
1672,80,88,128,1
1673,80,88,128,1
1674,81,89,129,1
1675,81,89,129,1
1676,81,89,129,1
1677,79,87,127,1
1678,78,86,126,1
1679,79,87,127,1
1680,81,89,129,1
1681,82,90,130,1
1682,82,90,130,1
1683,80,88,128,1
1684,80,88,128,1
1685,81,89,129,1
1686,82,90,130,1
1687,82,90,130,1
1688,81,89,129,1
1689,79,87,127,1
1690,77,85,125,1
1691,74,84,124,1
1692,76,89,127,1
1693,75,88,126,1
1694,77,85,125,1
1695,77,83,124,1
1696,78,81,125,1
1697,76,82,125,1
1698,74,82,129,1
1699,68,82,130,1
1700,60,82,130,1
1701,151,178,228,1
1702,153,184,235,1
1703,159,191,244,1
1704,156,187,240,1
1705,163,190,246,1
1706,171,194,250,1
1707,170,191,246,1
1708,174,197,245,1
1709,176,200,246,1
1710,181,204,250,1
1711,184,207,253,1
1712,188,209,254,1
1713,188,209,254,1
1714,192,208,254,1
1715,192,209,252,1
1716,196,212,255,1
1717,198,212,254,1
1718,198,212,254,1
1719,201,213,253,1
1720,203,213,253,1
1721,206,214,254,1
1722,206,214,254,1
1723,206,214,254,1
1724,202,212,252,1
1725,202,212,252,1
1726,202,212,252,1
1727,202,212,252,1
1728,203,213,253,1
1729,203,213,253,1
1730,203,213,253,1
1731,203,213,253,1
1732,204,214,254,1
1733,204,214,254,1
1734,204,214,254,1
1735,204,214,254,1
1736,205,215,255,1
1737,205,215,255,1
1738,205,215,255,1
1739,205,215,255,1
1740,208,219,255,1
1741,207,218,255,1
1742,205,216,254,1
1743,204,215,253,1
1744,204,214,254,1
1745,204,214,254,1
1746,205,215,255,1
1747,206,216,255,1
1748,203,212,255,1
1749,202,211,254,1
1750,201,210,254,1
1751,199,208,252,1
1752,198,207,251,1
1753,198,207,251,1
1754,197,206,250,1
1755,197,206,250,1
1756,195,206,250,1
1757,194,205,249,1
1758,194,205,249,1
1759,194,205,249,1
1760,195,206,250,1
1761,198,209,253,1
1762,200,211,255,1
1763,202,213,255,1
1764,204,215,255,1
1765,205,216,255,1
1766,205,216,255,1
1767,204,215,255,1
1768,203,214,255,1
1769,201,212,255,1
1770,198,209,253,1
1771,197,208,252,1
1772,199,208,252,1
1773,200,209,252,1
1774,201,210,254,1
1775,202,211,254,1
1776,203,212,255,1
1777,203,212,255,1
1778,202,211,254,1
1779,202,211,254,1
1780,200,209,252,1
1781,200,209,252,1
1782,200,210,250,1
1783,201,211,251,1
1784,202,212,252,1
1785,202,212,252,1
1786,203,213,253,1
1787,203,213,253,1
1788,201,211,251,1
1789,201,211,251,1
1790,201,211,251,1
1791,200,210,250,1
1792,200,210,250,1
1793,200,210,250,1
1794,199,209,249,1
1795,199,209,249,1
1796,203,213,253,1
1797,202,212,252,1
1798,200,210,250,1
1799,199,209,249,1
1800,199,209,249,1
1801,199,209,249,1
1802,200,210,250,1
1803,201,211,251,1
1804,201,212,255,1
1805,201,212,255,1
1806,200,211,255,1
1807,199,210,254,1
1808,198,209,253,1
1809,70,79,122,1
1810,69,78,121,1
1811,69,78,121,1
1812,69,78,121,1
1813,68,77,120,1
1814,68,77,120,1
1815,68,77,120,1
1816,67,76,119,1
1817,73,82,125,1
1818,73,82,125,1
1819,73,82,125,1
1820,73,82,125,1
1821,73,82,125,1
1822,72,81,124,1
1823,71,80,123,1
1824,70,79,122,1
1825,77,83,128,1
1826,76,82,127,1
1827,75,81,126,1
1828,74,80,125,1
1829,74,80,125,1
1830,75,81,126,1
1831,76,82,127,1
1832,77,83,128,1
1833,77,83,128,1
1834,77,83,128,1
1835,77,83,128,1
1836,77,83,128,1
1837,78,84,129,1
1838,79,85,130,1
1839,80,86,131,1
1840,81,88,131,1
1841,81,88,131,1
1842,81,89,129,1
1843,81,89,129,1
1844,80,88,128,1
1845,79,87,127,1
1846,78,86,126,1
1847,78,86,126,1
1848,77,85,125,1
1849,83,91,131,1
1850,82,90,130,1
1851,81,89,129,1
1852,81,89,129,1
1853,81,89,129,1
1854,81,89,129,1
1855,82,90,130,1
1856,83,91,131,1
1857,82,88,129,1
1858,81,87,128,1
1859,80,86,127,1
1860,81,87,128,1
1861,83,89,130,1
1862,84,90,131,1
1863,84,90,131,1
1864,82,88,129,1
1865,81,87,128,1
1866,82,88,129,1
1867,84,90,131,1
1868,85,91,132,1
1869,84,90,131,1
1870,82,88,129,1
1871,79,85,126,1
1872,77,85,125,1
1873,82,93,131,1
1874,77,91,127,1
1875,77,86,124,1
1876,74,80,121,1
1877,75,78,122,1
1878,73,79,122,1
1879,69,79,126,1
1880,65,81,128,1
1881,62,85,133,1
1882,150,182,231,1
1883,153,188,238,1
1884,156,193,245,1
1885,150,186,240,1
1886,158,191,247,1
1887,168,197,254,1
1888,170,197,253,1
1889,163,192,243,1
1890,165,195,244,1
1891,170,197,247,1
1892,175,200,250,1
1893,179,202,250,1
1894,180,203,251,1
1895,183,203,250,1
1896,185,204,249,1
1897,195,211,255,1
1898,196,212,255,1
1899,198,211,255,1
1900,200,212,254,1
1901,203,212,255,1
1902,203,212,255,1
1903,205,213,253,1
1904,205,213,253,1
1905,202,212,252,1
1906,203,213,253,1
1907,203,213,253,1
1908,204,214,254,1
1909,205,215,255,1
1910,205,215,255,1
1911,206,216,255,1
1912,206,216,255,1
1913,201,211,251,1
1914,202,212,252,1
1915,202,212,252,1
1916,203,213,253,1
1917,203,213,253,1
1918,204,214,254,1
1919,204,214,254,1
1920,204,214,254,1
1921,205,215,255,1
1922,205,215,255,1
1923,205,215,255,1
1924,204,214,254,1
1925,204,214,254,1
1926,204,214,254,1
1927,203,212,255,1
1928,203,212,255,1
1929,208,217,255,1
1930,208,217,255,1
1931,208,217,255,1
1932,208,217,255,1
1933,208,216,255,1
1934,207,215,255,1
1935,206,214,255,1
1936,205,213,255,1
1937,199,210,254,1
1938,197,208,252,1
1939,196,207,251,1
1940,195,206,250,1
1941,196,207,251,1
1942,198,209,253,1
1943,201,212,255,1
1944,203,214,255,1
1945,199,210,254,1
1946,199,210,254,1
1947,197,208,252,1
1948,196,207,251,1
1949,194,205,249,1
1950,192,203,247,1
1951,190,201,245,1
1952,189,200,244,1
1953,191,200,244,1
1954,192,201,245,1
1955,194,202,249,1
1956,195,204,248,1
1957,197,206,250,1
1958,197,206,250,1
1959,198,207,251,1
1960,198,207,251,1
1961,200,209,252,1
1962,200,209,252,1
1963,201,211,251,1
1964,202,212,252,1
1965,203,213,253,1
1966,204,214,254,1
1967,204,214,254,1
1968,205,215,255,1
1969,201,211,251,1
1970,201,211,251,1
1971,201,211,251,1
1972,201,211,251,1
1973,200,210,250,1
1974,200,210,250,1
1975,200,210,250,1
1976,199,209,249,1
1977,204,214,254,1
1978,203,213,253,1
1979,202,212,252,1
1980,201,211,251,1
1981,201,211,251,1
1982,201,211,251,1
1983,201,211,251,1
1984,201,211,251,1
1985,200,211,255,1
1986,200,211,255,1
1987,199,210,254,1
1988,198,209,253,1
1989,198,209,253,1
1990,69,78,121,1
1991,69,78,121,1
1992,68,77,120,1
1993,68,77,120,1
1994,68,77,120,1
1995,67,76,119,1
1996,67,76,119,1
1997,67,76,119,1
1998,72,81,124,1
1999,72,81,124,1
2000,72,81,124,1
2001,72,81,124,1
2002,72,81,124,1
2003,70,79,122,1
2004,69,78,121,1
2005,68,77,120,1
2006,74,80,125,1
2007,72,78,123,1
2008,70,76,121,1
2009,69,75,120,1
2010,70,76,121,1
2011,71,77,122,1
2012,74,80,125,1
2013,75,81,126,1
2014,78,84,129,1
2015,78,84,129,1
2016,77,83,128,1
2017,76,82,127,1
2018,77,83,128,1
2019,78,84,129,1
2020,80,86,131,1
2021,81,87,132,1
2022,80,87,130,1
2023,80,88,128,1
2024,80,88,128,1
2025,80,88,128,1
2026,80,88,128,1
2027,80,88,128,1
2028,79,87,127,1
2029,79,87,127,1
2030,86,94,134,1
2031,85,93,133,1
2032,85,93,133,1
2033,84,92,132,1
2034,84,92,132,1
2035,85,93,133,1
2036,85,93,133,1
2037,86,94,134,1
2038,85,91,132,1
2039,84,90,131,1
2040,83,89,130,1
2041,84,90,131,1
2042,86,92,133,1
2043,87,93,134,1
2044,86,92,133,1
2045,85,91,132,1
2046,81,87,128,1
2047,83,89,130,1
2048,85,91,132,1
2049,86,92,133,1
2050,86,92,133,1
2051,83,89,130,1
2052,81,87,128,1
2053,78,87,125,1
2054,81,92,130,1
2055,79,91,127,1
2056,79,86,125,1
2057,76,83,122,1
2058,76,79,123,1
2059,73,79,124,1
2060,68,81,127,1
2061,63,81,128,1
2062,55,83,130,1
2063,143,178,228,1
2064,143,182,234,1
2065,143,185,238,1
2066,136,177,232,1
2067,143,182,237,1
2068,155,189,248,1
2069,159,192,248,1
2070,163,197,251,1
2071,166,198,251,1
2072,168,200,253,1
2073,171,202,255,1
2074,174,203,254,1
2075,177,204,254,1
2076,181,204,252,1
2077,182,205,251,1
2078,193,211,255,1
2079,195,211,255,1
2080,196,211,255,1
2081,198,211,255,1
2082,200,212,254,1
2083,202,211,254,1
2084,204,212,252,1
2085,205,213,253,1
2086,204,214,254,1
2087,204,214,254,1
2088,204,214,254,1
2089,204,214,254,1
2090,204,214,254,1
2091,205,215,255,1
2092,205,215,255,1
2093,205,215,255,1
2094,201,211,251,1
2095,201,211,251,1
2096,202,212,252,1
2097,202,212,252,1
2098,203,213,253,1
2099,204,214,254,1
2100,204,214,254,1
2101,205,215,255,1
2102,205,215,255,1
2103,205,215,255,1
2104,206,216,255,1
2105,206,216,255,1
2106,206,216,255,1
2107,205,215,255,1
2108,204,213,255,1
2109,203,212,255,1
2110,200,209,253,1
2111,201,210,254,1
2112,202,211,255,1
2113,203,212,255,1
2114,203,211,255,1
2115,202,210,255,1
2116,200,208,255,1
2117,199,207,254,1
2118,201,212,255,1
2119,201,212,255,1
2120,200,211,255,1
2121,198,209,253,1
2122,197,208,252,1
2123,197,208,252,1
2124,197,208,252,1
2125,196,207,251,1
2126,194,205,249,1
2127,193,204,248,1
2128,191,202,246,1
2129,189,200,244,1
2130,188,199,243,1
2131,187,198,242,1
2132,187,198,242,1
2133,187,198,242,1
2134,190,198,245,1
2135,191,199,246,1
2136,193,201,248,1
2137,194,202,249,1
2138,195,203,250,1
2139,195,204,248,1
2140,195,204,248,1
2141,195,204,248,1
2142,199,208,251,1
2143,199,208,251,1
2144,200,210,250,1
2145,201,211,251,1
2146,202,212,252,1
2147,203,213,253,1
2148,204,214,254,1
2149,205,215,255,1
2150,202,212,252,1
2151,202,212,252,1
2152,201,211,251,1
2153,201,211,251,1
2154,201,211,251,1
2155,200,210,250,1
2156,200,210,250,1
2157,200,210,250,1
2158,203,213,253,1
2159,202,212,252,1
2160,202,212,252,1
2161,201,211,251,1
2162,201,211,251,1
2163,201,211,251,1
2164,201,211,251,1
2165,201,211,251,1
2166,199,210,254,1
2167,199,210,254,1
2168,198,209,253,1
2169,198,209,253,1
2170,197,208,252,1
2171,69,78,122,1
2172,69,78,122,1
2173,68,77,121,1
2174,68,77,121,1
2175,68,77,121,1
2176,67,76,120,1
2177,67,76,120,1
2178,67,76,120,1
2179,71,80,124,1
2180,71,80,124,1
2181,72,81,125,1
2182,72,81,125,1
2183,71,80,124,1
2184,70,79,123,1
2185,69,78,122,1
2186,69,78,122,1
2187,73,79,126,1
2188,71,77,124,1
2189,70,76,123,1
2190,69,75,122,1
2191,69,75,122,1
2192,71,77,124,1
2193,74,80,127,1
2194,75,81,128,1
2195,79,85,132,1
2196,78,84,131,1
2197,77,83,130,1
2198,76,82,129,1
2199,76,82,129,1
2200,78,84,131,1
2201,79,85,132,1
2202,80,86,131,1
2203,78,85,128,1
2204,78,86,126,1
2205,79,87,127,1
2206,80,88,128,1
2207,81,89,129,1
2208,82,90,130,1
2209,82,90,130,1
2210,83,91,131,1
2211,86,94,134,1
2212,86,94,134,1
2213,85,93,133,1
2214,85,93,133,1
2215,85,93,133,1
2216,85,93,133,1
2217,86,94,134,1
2218,86,94,134,1
2219,85,91,132,1
2220,84,90,131,1
2221,83,89,130,1
2222,84,90,131,1
2223,86,92,133,1
2224,87,93,134,1
2225,86,92,133,1
2226,85,91,132,1
2227,82,88,129,1
2228,83,89,130,1
2229,85,91,132,1
2230,86,92,133,1
2231,85,91,132,1
2232,84,90,131,1
2233,82,88,129,1
2234,80,87,126,1
2235,78,87,125,1
2236,78,87,124,1
2237,80,87,126,1
2238,82,87,126,1
2239,79,85,128,1
2240,77,83,128,1
2241,70,83,129,1
2242,63,83,130,1
2243,48,78,125,1
2244,131,171,220,1
2245,129,172,223,1
2246,126,173,225,1
2247,118,164,218,1
2248,123,168,225,1
2249,135,175,234,1
2250,138,176,234,1
2251,127,165,223,1
2252,129,166,224,1
2253,129,166,222,1
2254,131,166,222,1
2255,134,165,220,1
2256,134,165,218,1
2257,138,165,216,1
2258,139,164,214,1
2259,189,211,255,1
2260,193,211,255,1
2261,195,211,255,1
2262,198,211,255,1
2263,200,212,254,1
2264,202,211,254,1
2265,204,212,252,1
2266,203,211,251,1
2267,201,210,253,1
2268,199,211,253,1
2269,198,210,252,1
2270,198,210,252,1
2271,197,209,251,1
2272,197,209,251,1
2273,196,208,250,1
2274,196,208,250,1
2275,200,212,254,1
2276,200,212,254,1
2277,201,213,255,1
2278,201,213,255,1
2279,202,214,255,1
2280,202,214,255,1
2281,202,214,255,1
2282,203,215,255,1
2283,203,213,253,1
2284,204,214,254,1
2285,204,214,254,1
2286,204,214,254,1
2287,204,213,255,1
2288,203,212,255,1
2289,202,211,254,1
2290,201,210,253,1
2291,196,205,249,1
2292,197,206,250,1
2293,199,207,254,1
2294,200,208,255,1
2295,199,207,254,1
2296,198,206,253,1
2297,197,205,252,1
2298,196,204,251,1
2299,194,204,251,1
2300,193,206,252,1
2301,194,207,253,1
2302,194,207,253,1
2303,193,206,252,1
2304,191,204,250,1
2305,189,202,248,1
2306,187,200,246,1
2307,195,208,254,1
2308,194,207,253,1
2309,193,206,252,1
2310,193,206,252,1
2311,192,205,251,1
2312,193,206,252,1
2313,193,206,252,1
2314,196,206,253,1
2315,199,206,255,1
2316,200,207,255,1
2317,200,207,255,1
2318,201,209,255,1
2319,201,209,255,1
2320,200,208,255,1
2321,199,208,252,1
2322,199,208,252,1
2323,198,207,250,1
2324,198,207,250,1
2325,199,209,249,1
2326,200,210,250,1
2327,201,211,251,1
2328,202,212,252,1
2329,202,213,251,1
2330,203,214,252,1
2331,202,212,252,1
2332,202,212,252,1
2333,202,212,252,1
2334,201,211,251,1
2335,201,211,251,1
2336,201,211,251,1
2337,200,210,250,1
2338,200,210,250,1
2339,201,211,251,1
2340,201,211,251,1
2341,201,211,251,1
2342,201,211,251,1
2343,201,211,251,1
2344,200,210,250,1
2345,200,210,250,1
2346,199,209,249,1
2347,199,210,254,1
2348,199,210,254,1
2349,198,209,253,1
2350,198,209,253,1
2351,198,209,253,1
2352,70,79,123,1
2353,69,78,122,1
2354,69,78,122,1
2355,69,78,122,1
2356,68,77,121,1
2357,68,77,121,1
2358,68,77,121,1
2359,67,76,120,1
2360,70,79,123,1
2361,70,79,123,1
2362,71,80,124,1
2363,72,81,125,1
2364,72,81,125,1
2365,71,80,124,1
2366,71,80,124,1
2367,70,79,123,1
2368,74,80,127,1
2369,73,79,126,1
2370,72,78,125,1
2371,72,78,125,1
2372,73,79,126,1
2373,74,80,127,1
2374,76,82,129,1
2375,77,83,130,1
2376,78,84,131,1
2377,78,84,131,1
2378,78,84,131,1
2379,77,83,130,1
2380,77,83,130,1
2381,78,84,131,1
2382,78,84,131,1
2383,79,85,130,1
2384,77,84,127,1
2385,77,85,125,1
2386,78,86,126,1
2387,80,88,128,1
2388,81,89,129,1
2389,83,91,131,1
2390,84,92,132,1
2391,85,93,133,1
2392,84,92,132,1
2393,83,91,131,1
2394,83,91,131,1
2395,82,90,130,1
2396,82,90,130,1
2397,83,91,131,1
2398,83,91,131,1
2399,84,92,132,1
2400,82,88,129,1
2401,81,87,128,1
2402,80,86,127,1
2403,81,87,128,1
2404,83,89,130,1
2405,84,90,131,1
2406,84,90,131,1
2407,82,88,129,1
2408,83,89,130,1
2409,83,89,130,1
2410,83,89,130,1
2411,84,90,131,1
2412,84,90,131,1
2413,83,89,130,1
2414,83,89,130,1
2415,82,89,128,1
2416,75,84,122,1
2417,76,85,122,1
2418,81,86,125,1
2419,83,88,127,1
2420,81,87,130,1
2421,78,87,131,1
2422,71,86,132,1
2423,63,85,133,1
2424,47,80,129,1
2425,130,171,220,1
2426,122,169,220,1
2427,119,169,222,1
2428,111,162,218,1
2429,119,168,224,1
2430,126,172,230,1
2431,125,169,228,1
2432,132,173,235,1
2433,131,173,232,1
2434,132,172,231,1
2435,133,171,229,1
2436,134,169,225,1
2437,135,169,223,1
2438,137,168,221,1
2439,141,168,219,1
2440,188,211,255,1
2441,191,211,255,1
2442,195,211,255,1
2443,198,211,255,1
2444,199,210,254,1
2445,201,210,253,1
2446,203,211,251,1
2447,201,211,251,1
2448,201,210,253,1
2449,199,211,253,1
2450,198,210,252,1
2451,198,210,252,1
2452,198,210,252,1
2453,197,209,251,1
2454,197,209,251,1
2455,197,209,251,1
2456,201,213,255,1
2457,201,213,255,1
2458,201,213,255,1
2459,201,213,255,1
2460,201,213,255,1
2461,201,213,255,1
2462,201,213,255,1
2463,201,213,255,1
2464,201,211,251,1
2465,200,210,250,1
2466,200,210,250,1
2467,200,210,250,1
2468,199,208,251,1
2469,199,208,251,1
2470,199,208,251,1
2471,199,208,251,1
2472,200,209,253,1
2473,200,209,253,1
2474,200,208,255,1
2475,200,208,255,1
2476,199,207,254,1
2477,198,206,253,1
2478,197,205,252,1
2479,195,205,252,1
2480,189,199,246,1
2481,189,202,248,1
2482,191,204,250,1
2483,194,207,253,1
2484,195,208,254,1
2485,194,207,253,1
2486,193,206,252,1
2487,192,205,251,1
2488,196,209,255,1
2489,196,209,255,1
2490,197,210,255,1
2491,197,210,255,1
2492,197,210,255,1
2493,198,211,255,1
2494,198,211,255,1
2495,198,211,255,1
2496,201,208,255,1
2497,202,209,255,1
2498,202,209,255,1
2499,202,209,255,1
2500,201,209,255,1
2501,201,209,255,1
2502,200,209,253,1
2503,199,208,252,1
2504,199,208,251,1
2505,199,208,251,1
2506,199,209,249,1
2507,200,210,250,1
2508,200,210,250,1
2509,200,210,250,1
2510,201,212,250,1
2511,201,212,250,1
2512,203,213,253,1
2513,202,212,252,1
2514,202,212,252,1
2515,202,212,252,1
2516,201,211,251,1
2517,201,211,251,1
2518,201,211,251,1
2519,201,211,251,1
2520,201,211,251,1
2521,201,211,251,1
2522,201,211,251,1
2523,201,211,251,1
2524,201,211,251,1
2525,200,210,250,1
2526,199,209,249,1
2527,198,208,248,1
2528,199,210,254,1
2529,199,210,254,1
2530,199,210,254,1
2531,199,210,254,1
2532,199,210,254,1
2533,71,80,124,1
2534,70,79,123,1
